asn index file, asn id, asn name, ip
117,as812,rogers communications canada inc.,184.29.112.4
4,as812,rogers communications canada inc.,23.218.40.2
76,as812,rogers communications canada inc.,104.71.244.4
116,as812,rogers communications canada inc.,184.26.192.6
145,as812,rogers communications canada inc.,23.213.188.4
76,as812,rogers communications canada inc.,104.71.244.7
145,as812,rogers communications canada inc.,23.213.188.8
1,as32368,mouser electronics,12.5.163.52
